segment_id,map_mmhg,sbp_mmhg,dbp_mmhg,pulse_pressure,heart_rate_bpm,hr_variability_ms,sbp_slope_mmhg_per_min,pulse_pressure_variation,sqi
0,94.95848984134646,118.66203065649829,84.86839882194954,33.79363183454875,105.11129431162409,10.245431085683379,-1.5510477663772728,3.9690042135952073,0.7695751447536164
0,93.13691825019745,117.1715639343,83.39056575147372,33.78099818282628,104.89510489510488,8.485281374238541,0.8498805314165634,4.579458467541667,0.759663800969937
0,94.82153487950444,118.4922656743504,84.88117357638991,33.611092097960494,104.08163265306122,9.690004838575987,-1.0739935877163462,5.206885641479709,0.7776231373341492
0,93.2446120567376,117.26106421345452,83.41920169727578,33.841862516178736,104.52961672473866,11.135528725660025,1.4521130319486235,3.669827552460017,0.7728144480936927
0,94.60702300380468,118.51102516245308,84.75463448386675,33.75639067858633,103.8961038961039,7.053367989832931,-4.17459313041173,4.37706938395989,0.769320944654694
0,93.49850461521531,117.43523830798777,83.34751116116097,34.08772714682681,104.59392945036916,11.88642912029654,0.21799014845317602,4.176072772069228,0.7555667089438544
0,94.48244617229426,118.12522117215836,84.79086409371877,33.334357078439595,104.89510489510488,7.483314773547871,-0.18605495189010354,4.0408717285042,0.7735069319159835
0,93.45767302092482,117.41775474232006,83.40834050723832,34.009414235081735,104.16666666666667,8.677218312746243,-2.6175649463725033,4.272980151771645,0.780269674497559
0,94.74741135823417,118.58560710201893,84.78562277542103,33.799984326597894,104.52961672473866,7.745966692414821,2.9442440931566574,4.330962733216456,0.7690436418152568
0,93.19147308394244,117.12267101228254,83.4430930394065,33.67957797287603,104.85197368421052,11.016188151265498,0.6604817676573095,8.454675457840102,0.7705371208553173
0,94.79721151819126,118.48635228545385,84.79421018812165,33.692142097332194,103.71650821089023,10.087120500916003,-0.10039796900245186,4.319609155823428,0.7771660536561681
0,93.2303980234673,117.30798978222272,83.35641290989174,33.951576872330975,104.07632263660017,11.478240283248972,0.802008829713416,5.034565428031346,0.7752893783996356
1,90.24693780304709,120.11087324967748,77.901712651403,42.20916059827448,64.48839208942391,23.474241201793912,-9.821545875954204,4.001022324803221,0.8940981944219892
1,88.23087995148845,117.58132561024304,75.89956932943366,41.68175628080938,64.93506493506493,18.330302779823334,3.715197036687383,4.4543017239900635,0.8910703632797783
1,90.07340982974996,120.1045545672912,77.65774146155384,42.44681310573736,64.93506493506493,23.79915964902961,12.55064442091445,14.142313863206207,0.8928515200880243
1,87.99168466318582,117.46898776022523,75.92902762149492,41.53996013873031,64.76683937823833,16.70449041425686,11.16821242503217,3.9408458560139796,0.8918014701925918
1,89.98587103111494,120.08551362326918,77.5728919169721,42.51262170629708,66.25441696113074,20.489997559785138,8.13050660932787,6.473415709246945,0.8925545752184136
1,87.7013306116574,117.40624299245471,75.92014828375301,41.4860947087017,65.91796875,20.230767425317406,-7.533242949270683,12.637809132305271,0.8908789845132992
1,88.19934584650072,117.85971464219769,76.00028656158858,41.859428080609106,65.38796861377507,14.772948250095524,-16.64964154726272,5.532071907432268,0.8937369842003338
1,89.92470195394853,119.59855025856075,77.73198591188277,41.866564346677976,65.33101045296166,18.863721796082547,-14.20262949674289,5.305406015544994,0.8932489454057844
1,88.44821269803451,118.3497637341203,75.86347941266938,42.486284321450924,64.8228176318064,27.492544443903313,-6.130874425511073,5.335463394456182,0.8925940712479451
1,89.97271235847738,119.26085844412648,77.5672383441337,41.693620099992785,64.43298969072166,15.67673435381231,6.580355272533937,7.238304152603894,0.8938799834996808
1,88.24784373117339,118.02037687685784,75.98113237921216,42.03924449764568,64.93506493506494,25.861167800391364,10.283426171017155,9.535140567196377,0.8913542257928686
2,64.8088354469237,84.96265811272383,56.37726841042446,28.585389702299366,89.59044368600682,12.255777479729812,-7.714096720884115,4.350052010169465,0.7844094218935597
2,63.610059637771826,83.82640445448335,55.20738046588115,28.6190239886022,89.51406649616371,17.152378308346997,-1.577569069854706,13.847663819142959,0.7818756106454082
2,64.75096824990517,84.91920145888825,56.4055306118769,28.513670847011355,89.43781942078365,10.842094834862998,2.077987172646192,5.159094562178733,0.7856782434845124
2,63.461255648197756,83.69245566689504,55.22043874469644,28.472016922198605,90.28374892519346,18.507582560801882,0.8404188819875362,3.592817850830938,0.782765974426374
2,64.81241794278463,84.85467297037101,56.342599980673256,28.512072989697756,88.53288364249579,14.635712542703626,0.7959631649790954,4.906294719138059,0.7858679890897852
2,63.556043960620194,83.90781827112055,55.29040069991375,28.6174175712068,88.75739644970415,11.212238211627735,4.298542264210527,5.214157451596561,0.7819703730177199
2,64.58110911827339,84.86194122872044,56.39808553061507,28.46385569810537,88.39528558476881,12.090389356546737,-0.8835764513542317,4.727104702954343,0.784415973172479
2,63.51323970427744,83.44065487733272,55.18562901987187,28.25502585746085,89.74358974358975,10.781692722350385,-7.204262718516205,5.2123193361746205,0.7842352256061597
2,64.69136696259261,84.7349904148825,56.37920422212848,28.355786192754024,89.8972602739726,18.32139376215016,-9.282154431678443,4.498624422665451,0.783531728203664
2,63.64302735482389,83.83710646250432,55.15579650613615,28.681309956368175,89.05852417302799,13.915195042155311,-7.585718605389037,5.4673169178720205,0.782125754330749
